lncrna	Interacting partner	Interaction Class	Interaction Mode	Organism	Description	Tissue	Phenotype	Method	Pubmed id	
Xist	Ddx39	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Ciz1	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Hnrnpul2	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Sfpq	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Hnrnpll	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Poldip3	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Hnrnpr	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Pcgf5	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Hnrnpm	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Hnrnpa0	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Srrt	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Rbfox2	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Trim6	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Srsf9	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Rnf20	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Igf2bp1	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Igf2bp3	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Eif4a3	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Safb2	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Safb	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Srsf7	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Hnrnpa3	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Rbm15	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Tardbp	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Ythdc1	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Fus	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Fubp3	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	L1td1	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Hnrnph3	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Trim71	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	nan	nan	ChIRP-MS	25843628	
Xist	Atrx	RNA-Protein	Binding	Mus musculus	ATRX unexpectedly functions as a high-affinity RNA-binding protein that directly interacts with RepA/Xist RNA to promote loading of PRC2 in vivo.	mouse embryonic fibroblasts (MEF)	promote loading of PRC2	UV-crosslink RNA immunoprecipitation (UV-RIP)	25417162	
Xist	Ezh2	RNA-Protein	Binding	Mus musculus	Our RIP-seq produced a specific and reproducible profile for the PRC2 transcriptome.	nan	bind to the PRC2-chromatin- modifying complex in mESCs.	RIP-seq	21172659	
Xist	Ezh2	RNA-Protein	Binding	Mus musculus	Ezh2 interacts with HOTAIR and Xist	nan	nan	in vitro binding assays	21123648	
Xist	Hnrnpu	RNA-Protein	Binding	Mus musculus	hnRNP U Directly Interacts with Xist RNA via RGG RNA-Binding Domain	nan	nan	Immunoprecipitation of Xist RNA	20833368	
Xist	Suz12	RNA-Protein	Binding	Mus musculus	Ezh2 - PRC2 subunit that makes direct contact with Xist in vitro	nan	nan	RIP	20542000	
Xist	Ezh2	RNA-Protein	Binding	Mus musculus	a 1.6 kb ncRNA within Xist, called RepA, was found to bind the Polycomb complex PRC2 directly.	nan	RepA depletion abolishes full-length Xist induction and H3-K27 trimethylation of the X. Likewise, PRC2 deficiency compromises Xist upregulation.	RIP	18974356	
Xist	Hrh4	RNA-Protein	Regulation	Mus musculus	Experiments indicated that histone H3 lysine 27 trimethylation (H3K27m3) and H4 lysine 20 monomethylation (H4K20m1) are associated with Xist expression in undifferentiated ES cells and mark the initiation of X inactivation.	nan	nan	In vitro	15252442	
Xist	Brca1	RNA-Protein	Binding	Mus musculus	BRCA1 associated with XIST RNA.	nan	nan	RNA-FISH	12419249	
Xist	H3f3a	RNA-Protein	Binding	Mus musculus	A hotspot of H3 Lys-9 methylation situated upstream of Xist likely binds a chromodomain protein.	fibroblasts	X chromosome inactivation	ChIP	11747809	
Xist	H2afy	RNA-Protein	Binding	Mus musculus	Xist RNA might directly interact with macroH2A1 or, alternatively, Xist RNA might alter chromatin structure in a way that facilitates the recruitment of macroH2A1.	nan	nan	In Vivo	11734999	
Xist	H2afy	RNA-Protein	Binding	Mus musculus	macroH2A1 accumulated as MCBs that are associated with Xist RNA signals upon differentiation and concomitant X inactivation.	ES cells	nan	immunofluorescence and FISH	10974005	
XIST	BRCA1	RNA-Protein	Binding	Homo sapiens	A XIST-interacting partner, BRCA1 functions in DNA damage pathways as a ubiquitin ligase	nan	nan	In Vivo	25428210	
XIST	EZH2	RNA-Protein	Binding	Homo sapiens	Functional Evidence That lincRNAs Act Through the PRC2 Pathway	female cells	counterbalance mutHTT cytotoxicity	RIP and Hybridization	19571010	
XIST	SUZ12	RNA-Protein	Binding	Homo sapiens	Functional Evidence That lincRNAs Act Through the PRC2 Pathway	female cells	counterbalance mutHTT cytotoxicity	RIP and Hybridization	19571010	
XIST	SRSF1	RNA-Protein	Binding	Homo sapiens	the ncRNAs represented in the SFRS1 CLIP-seq data are 23 snoRNAs, three microRNA precursors, and the 5.8S rRNA, XIST and MALAT1 RNAs.	nan	nan	CLIP-seq	19116412	
XIST	NXF1	RNA-Protein	Binding	Homo sapiens	The export factor TAP/NXF1 binds poorly to XIST RNA in comparison to exported mRNAs, suggesting that reduced TAP/NFX1 binding may contribute to nuclear retention of XIST RNA.	nan	nan	In vitro	17333237	
XIST	BRCA1	RNA-Protein	Binding	Homo sapiens	Chromatin immunoprecipitation experiments have demonstrated that BRCA1 physically associates with XIST RNA.	nan	depletion of BRCA1 led to an increased likelihood of re-expression of a green fluorescent protein (GFP) reporter gene embedded on Xi.	Chromatin immunoprecipitation	15065664	
XIST	BRCA1	RNA-Protein	Binding	Homo sapiens	Inhibiting BRCA1 synthesis in a suitable reporter line led to increased expression of an otherwise silenced Xi-located GFP transgene.	nan	a breast and ovarian tumor suppressor	RNA-FISH	12419249	
Xist	H2afy	RNA-Protein	Regulation	Mus musculus	These results demonstrate that Xist repression mainly affects macroH2A deposition, but not H3K27me3, on the Xi of pre-iPSCs.	Pluripotent Stem Cells	nan	RNA FISH and Immunofluorescence Staining	24965076	
Xist	Ezh2	RNA-Protein	Binding	Mus musculus	In contrast to the EMSA results, in addition to a band of the expected molecular weight detected with SUZ12 we also detected a complex that corresponds to EZH2 complexed with 1 rep Wt RNA	-	-	EMSA	26177152	
Xist	Suz12	RNA-Protein	Binding	Mus musculus	In contrast to the EMSA results, in addition to a band of the expected molecular weight detected with SUZ12 we also detected a complex that corresponds to EZH2 complexed with 2 rep Wt RNA	-	-	EMSA	26177152	
